"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"EMP2"	6.61072936585854e-64	0.557785718446097	0.521	0.276	1.56945325874848e-59	"Cancer cells"	"EMP2"
"KDM5B"	1.40330237069372e-63	0.552255325698862	0.589	0.377	3.33158015826396e-59	"Cancer cells"	"KDM5B"
"FNDC3B"	1.67065977341119e-63	-0.728003320595514	0.771	0.854	3.96631336805549e-59	"Cancer cells"	"FNDC3B"
"EIF3H"	7.45748764529858e-63	0.521243809791867	0.528	0.341	1.77048214187034e-58	"Cancer cells"	"EIF3H"
"NSD2"	1.6239459598888e-62	0.560200647779809	0.571	0.34	3.855410103372e-58	"Cancer cells"	"NSD2"
"FAAH2"	3.39147829135081e-62	0.607448751576083	0.524	0.188	8.05170861149595e-58	"Cancer cells"	"FAAH2"
"MT-CO1"	4.07445265371966e-62	1.10975429333762	0.687	0.493	9.67315804519584e-58	"Cancer cells"	"MT-CO1"
"AKAP13"	5.70155392336303e-62	-0.625652583428589	0.697	0.841	1.35360591694562e-57	"Cancer cells"	"AKAP13"
"FUS"	6.58205418715912e-62	0.563820856155264	0.757	0.638	1.56264548457345e-57	"Cancer cells"	"FUS"
"ASH1L"	9.23171804095544e-62	0.546381328849527	0.884	0.824	2.19170218010323e-57	"Cancer cells"	"ASH1L"
"MT-CYB"	2.09674529828963e-61	1.07789917634051	0.556	0.357	4.97788301266942e-57	"Cancer cells"	"MT-CYB"
"CPQ"	3.40796128407881e-61	-0.576819378346583	0.29	0.534	8.09084088453149e-57	"Cancer cells"	"CPQ"
"CFAP44"	3.49931458217461e-61	0.55661497862385	0.532	0.273	8.30772274954074e-57	"Cancer cells"	"CFAP44"
"CTBP2"	3.65728925202583e-61	0.630330856568633	0.782	0.581	8.68277041323452e-57	"Cancer cells"	"CTBP2"
"SVIL"	4.56664199555787e-61	-0.744427291841554	0.486	0.605	1.08416647616539e-56	"Cancer cells"	"SVIL"
"PICALM"	7.29231784905138e-61	-0.602398658141968	0.58	0.748	1.73126918054329e-56	"Cancer cells"	"PICALM"
"BTRC"	8.907209843661e-61	0.552763522455235	0.663	0.501	2.11466068898356e-56	"Cancer cells"	"BTRC"
"MTA3"	2.5122377038352e-60	0.524993933273393	0.613	0.418	5.96430353267515e-56	"Cancer cells"	"MTA3"
"SLC22A23"	2.64065326900638e-60	0.664077425953507	0.556	0.297	6.26917492594804e-56	"Cancer cells"	"SLC22A23"
"LINC00894"	2.99026031822079e-60	0.555667345408438	0.52	0.299	7.09917702148797e-56	"Cancer cells"	"LINC00894"
"ZKSCAN1"	3.52854627266916e-60	0.517716547223273	0.658	0.463	8.37712170594384e-56	"Cancer cells"	"ZKSCAN1"
"ABR"	7.28751954975313e-60	-0.613360033821238	0.369	0.505	1.73013001630689e-55	"Cancer cells"	"ABR"
"PPP3CA"	1.53535961678441e-59	0.799321371678721	0.703	0.707	3.64509726620786e-55	"Cancer cells"	"PPP3CA"
"ATP8B1"	3.88873088522822e-59	0.62472248682177	0.683	0.397	9.23223599462032e-55	"Cancer cells"	"ATP8B1"
"CPEB2"	1.21099403503029e-58	0.578448058455379	0.5	0.286	2.87502093856541e-54	"Cancer cells"	"CPEB2"
"RABEP1"	8.86406324847461e-58	0.625135961023834	0.778	0.55	2.10441725582036e-53	"Cancer cells"	"RABEP1"
"FBXL7"	4.7480398912388e-57	0.993198489520781	0.748	0.589	1.127232150579e-52	"Cancer cells"	"FBXL7"
"PPP1R9A"	7.08699451399981e-57	0.631270002355557	0.531	0.198	1.68252336756869e-52	"Cancer cells"	"PPP1R9A"
"RERG"	1.17167128801152e-56	0.785947328863692	0.714	0.274	2.78166480486815e-52	"Cancer cells"	"RERG"
"ADCY9"	1.50845197283731e-56	0.557574718820979	0.535	0.305	3.58121582871305e-52	"Cancer cells"	"ADCY9"
"FOXP1"	2.75001808008404e-56	0.587356568691142	0.956	0.909	6.52881792392752e-52	"Cancer cells"	"FOXP1"
"SH3BGRL"	2.92108191269786e-56	0.658993624585661	0.601	0.468	6.93494056893599e-52	"Cancer cells"	"SH3BGRL"
"TULP4"	1.68769241480969e-55	0.544258514079561	0.729	0.571	4.00675056199968e-51	"Cancer cells"	"TULP4"
"DANT2"	3.78186042796487e-55	0.574907746175511	0.531	0.33	8.9785148420314e-51	"Cancer cells"	"DANT2"
"PCNX1"	4.98160374335031e-55	-0.557913976109743	0.366	0.581	1.1826825447088e-50	"Cancer cells"	"PCNX1"
"EML4"	3.53245399718614e-54	-0.553695295287472	0.33	0.543	8.38639903471962e-50	"Cancer cells"	"EML4"
"FUT8"	5.47183235861346e-54	0.667821664106177	0.739	0.56	1.29906772025842e-49	"Cancer cells"	"FUT8"
"PALLD"	1.1572283741025e-53	-0.962039616998636	0.501	0.604	2.74737588295676e-49	"Cancer cells"	"PALLD"
"PLXDC2"	1.3573341813344e-53	-1.12744843806544	0.434	0.754	3.222447079906e-49	"Cancer cells"	"PLXDC2"
"FARP1"	1.58869063432147e-53	0.599112099032151	0.733	0.558	3.7717104349426e-49	"Cancer cells"	"FARP1"
"WWTR1"	1.64383043021193e-53	-0.728850523347876	0.338	0.503	3.90261782436613e-49	"Cancer cells"	"WWTR1"
"DGKD"	2.01733726437685e-53	0.546602980105443	0.565	0.308	4.78936039935707e-49	"Cancer cells"	"DGKD"
"SEPTIN9"	2.52153271690831e-53	0.66334732196118	0.723	0.515	5.98637082321202e-49	"Cancer cells"	"SEPTIN9"
"STK39"	2.59954166508794e-53	0.554997493887563	0.568	0.43	6.17157186708528e-49	"Cancer cells"	"STK39"
"ARHGEF38"	7.47466679976156e-53	0.67310137272824	0.542	0.186	1.77456064493139e-48	"Cancer cells"	"ARHGEF38"
"EZR"	4.24392298390594e-52	0.591548309665927	0.501	0.233	1.00754975560911e-47	"Cancer cells"	"EZR"
"SMIM14"	6.63292645389462e-52	0.524468014341438	0.615	0.393	1.57472306941912e-47	"Cancer cells"	"SMIM14"
"ITSN1"	1.02574293400201e-51	-0.638436003108143	0.389	0.504	2.43521629961418e-47	"Cancer cells"	"ITSN1"
"MT-ATP6"	1.11637407627219e-50	0.995426086420656	0.597	0.407	2.6503836944778e-46	"Cancer cells"	"MT-ATP6"
"SRRM2"	1.42422020772453e-50	0.525324126678027	0.713	0.566	3.3812411951588e-46	"Cancer cells"	"SRRM2"
"NSMCE2"	3.27645927466091e-50	0.569116611682002	0.821	0.704	7.77864196397247e-46	"Cancer cells"	"NSMCE2"
"FRS2"	1.68910093598844e-49	0.630373873572934	0.577	0.498	4.01009453213015e-45	"Cancer cells"	"FRS2"
"TTC39C"	4.07919288425763e-49	0.586242347830043	0.557	0.331	9.68441182651603e-45	"Cancer cells"	"TTC39C"
"NFIX"	1.16409633888455e-48	0.549471721653424	0.501	0.314	2.7636811181458e-44	"Cancer cells"	"NFIX"
"NEAT1"	1.62524206836517e-48	0.802621125536463	0.96	0.953	3.85848719450575e-44	"Cancer cells"	"NEAT1"
"NTN4"	3.56040593798533e-48	0.879379378869964	0.676	0.331	8.45275973737097e-44	"Cancer cells"	"NTN4"
"RNF213"	4.6189249628121e-48	0.737805481902013	0.718	0.659	1.09657897542122e-43	"Cancer cells"	"RNF213"
"ULK4"	4.98681881995747e-48	0.504460847756696	0.639	0.446	1.1839206560461e-43	"Cancer cells"	"ULK4"
"ARHGAP26"	7.60064186702573e-48	-0.685610380467133	0.321	0.503	1.80446838565058e-43	"Cancer cells"	"ARHGAP26"
"MAP3K13"	1.48149739766732e-47	0.513653026091171	0.54	0.273	3.51722297180199e-43	"Cancer cells"	"MAP3K13"
"CAMK1D"	1.7496579554867e-46	-0.690114525184963	0.345	0.542	4.15386295212098e-42	"Cancer cells"	"CAMK1D"
"SLC39A11"	5.28909962474262e-46	0.553328766997804	0.712	0.596	1.25568514191014e-41	"Cancer cells"	"SLC39A11"
"ARL15"	9.36738086833984e-46	-0.685165015658858	0.57	0.763	2.22390989195256e-41	"Cancer cells"	"ARL15"
"FER"	1.64680320598259e-45	-0.543597856161811	0.376	0.595	3.90967549132326e-41	"Cancer cells"	"FER"
"PHF20"	3.16484083771535e-45	0.502157018215231	0.652	0.521	7.51364863282001e-41	"Cancer cells"	"PHF20"
"SH3D19"	2.43907750332539e-44	-0.624636877557942	0.474	0.559	5.79061390064482e-40	"Cancer cells"	"SH3D19"
"TRERF1"	2.95008489961186e-44	0.53901418795761	0.574	0.368	7.00379656016851e-40	"Cancer cells"	"TRERF1"
"TBL1XR1"	1.29999079458428e-43	0.502276273204769	0.769	0.697	3.08630814542254e-39	"Cancer cells"	"TBL1XR1"
"RBM47"	3.57806974385722e-43	0.748640312964966	0.883	0.455	8.49469537889142e-39	"Cancer cells"	"RBM47"
"BCL2"	5.52216382454045e-43	0.696567082100643	0.805	0.562	1.31101691358415e-38	"Cancer cells"	"BCL2"
"CBLB"	6.280752337994e-43	-0.525721291235313	0.516	0.638	1.49111341256316e-38	"Cancer cells"	"CBLB"
"SESTD1"	3.34650855969383e-42	0.501850986632525	0.614	0.421	7.94494597156912e-38	"Cancer cells"	"SESTD1"
"CADPS2"	3.56706903963999e-42	0.626640186248115	0.712	0.517	8.46857860700931e-38	"Cancer cells"	"CADPS2"
"MT-ND1"	8.91042735319882e-42	0.845256022759937	0.508	0.336	2.11542455792293e-37	"Cancer cells"	"MT-ND1"
"ARHGEF3"	5.87785164039717e-41	0.52485379671512	0.71	0.509	1.39546075794669e-36	"Cancer cells"	"ARHGEF3"
"SEMA3C"	7.15626846594404e-41	0.578187803351711	0.632	0.401	1.69896969649977e-36	"Cancer cells"	"SEMA3C"
"SLC38A1"	2.06841104463351e-40	0.508721998479843	0.579	0.308	4.91061466106441e-36	"Cancer cells"	"SLC38A1"
"COBL"	2.48785458630991e-40	0.701882557486328	0.568	0.195	5.90641557335835e-36	"Cancer cells"	"COBL"
"PDZRN3"	2.76344195927374e-40	-0.877693026073058	0.399	0.509	6.56068755551178e-36	"Cancer cells"	"PDZRN3"
"TNS3"	5.7782204515255e-40	-0.567446398422644	0.481	0.584	1.37180731739667e-35	"Cancer cells"	"TNS3"
"MYO1D"	2.36829247206816e-39	-0.533874680985739	0.583	0.675	5.62256315793703e-35	"Cancer cells"	"MYO1D"
"NDUFAF6"	1.16304793630696e-38	0.530127407844142	0.504	0.311	2.76119210558636e-34	"Cancer cells"	"NDUFAF6"
"NFIB"	7.30441928160808e-38	-0.898411859763517	0.25	0.503	1.73414218164657e-33	"Cancer cells"	"NFIB"
"ABCC5"	1.1007015345093e-37	0.591851761412452	0.514	0.336	2.61317551307854e-33	"Cancer cells"	"ABCC5"
"PRKG1"	5.7412006636685e-37	-1.177036492149	0.431	0.539	1.36301844956154e-32	"Cancer cells"	"PRKG1"
"IMMP2L"	1.22529317737967e-36	0.553656131647338	0.822	0.775	2.90896853241707e-32	"Cancer cells"	"IMMP2L"
"ELOVL5"	1.91720229521629e-36	0.503686788734424	0.573	0.391	4.55162996907301e-32	"Cancer cells"	"ELOVL5"
"MGP"	3.91081684888295e-36	0.809733522435209	0.561	0.441	9.28467028093302e-32	"Cancer cells"	"MGP"
"PPFIBP1"	2.31165326273318e-34	-0.587293289727671	0.5	0.552	5.48809601105483e-30	"Cancer cells"	"PPFIBP1"
"PAM"	3.13339115133402e-34	-0.513683733841902	0.339	0.568	7.43898393238209e-30	"Cancer cells"	"PAM"
"EHBP1"	3.75896277360159e-34	-0.517474633383592	0.522	0.597	8.92415352080755e-30	"Cancer cells"	"EHBP1"
"ENAH"	5.54893841007804e-34	0.554239627121443	0.737	0.517	1.31737346793663e-29	"Cancer cells"	"ENAH"
"BMP2K"	1.77075808147317e-33	-0.611251832722046	0.352	0.516	4.20395676122544e-29	"Cancer cells"	"BMP2K"
"NAV3"	5.83756618993179e-33	-0.852817798828206	0.472	0.571	1.38589658915171e-28	"Cancer cells"	"NAV3"
"INPP4B"	1.65870590743115e-32	0.642316549865879	0.731	0.433	3.93793369483229e-28	"Cancer cells"	"INPP4B"
"ASAP1"	6.45844034973368e-32	-0.551291106799554	0.672	0.758	1.53329832343027e-27	"Cancer cells"	"ASAP1"
"MAP3K1"	7.41488341453143e-32	0.517488686304558	0.611	0.406	1.76036747144391e-27	"Cancer cells"	"MAP3K1"
"LRMDA"	3.23893844199116e-31	-0.709140049612356	0.513	0.615	7.68956375513121e-27	"Cancer cells"	"LRMDA"
"ACTN1"	8.05417669965715e-31	-0.506425621346673	0.437	0.549	1.9121420902656e-26	"Cancer cells"	"ACTN1"
"KCNMA1"	1.34792839995107e-30	0.746844074590497	0.698	0.41	3.20011681432383e-26	"Cancer cells"	"KCNMA1"
"ALCAM"	5.80052325698012e-29	0.7097146266398	0.733	0.41	1.37710222643965e-24	"Cancer cells"	"ALCAM"
"CCSER1"	2.99480942746248e-27	0.657474322436141	0.538	0.397	7.10997706173868e-23	"Cancer cells"	"CCSER1"
"GRIP1"	2.08556017968467e-26	0.634839141655167	0.592	0.382	4.95132842258937e-22	"Cancer cells"	"GRIP1"
"SASH1"	1.33632336160235e-25	-0.549359809994018	0.335	0.503	3.17256529278013e-21	"Cancer cells"	"SASH1"
"MT-ND3"	2.97721833168887e-24	0.636801601630087	0.552	0.394	7.06821404126255e-20	"Cancer cells"	"MT-ND3"
"SORBS2"	1.62929454958698e-19	0.623056181707402	0.563	0.284	3.86810819017445e-15	"Cancer cells"	"SORBS2"
"PIK3C2G"	4.86788347208818e-260	1.56423084306952	0.514	0.048	1.15568421510846e-255	"Normal epithelial cells"	"PIK3C2G"
"FBXL7.1"	5.81269936595863e-237	-2.09700344824376	0.322	0.724	1.37999295647224e-232	"Normal epithelial cells"	"FBXL7"
"COL1A1.1"	1.19470096782002e-209	-1.98413935255902	0.195	0.532	2.8363395677015e-205	"Normal epithelial cells"	"COL1A1"
"CHPT1"	1.26770442822608e-178	1.52705537713841	0.604	0.418	3.00965708305154e-174	"Normal epithelial cells"	"CHPT1"
"DMD"	3.52734609057352e-175	2.10283769752211	0.524	0.118	8.3742723536306e-171	"Normal epithelial cells"	"DMD"
"CRYBG1"	1.22655611482959e-172	1.07087158383256	0.615	0.267	2.91196687221693e-168	"Normal epithelial cells"	"CRYBG1"
"MAML2.1"	6.64779873310664e-172	1.64631649313653	0.826	0.416	1.57825389722685e-167	"Normal epithelial cells"	"MAML2"
"NEAT1.1"	6.76987914844117e-162	-1.35990115645558	0.915	0.961	1.60723700863142e-157	"Normal epithelial cells"	"NEAT1"
"AK5"	8.46930264916608e-149	1.3275642561854	0.558	0.237	2.01069714193852e-144	"Normal epithelial cells"	"AK5"
"NFIB.1"	9.55342380739216e-141	1.55900613681271	0.737	0.306	2.26807834611297e-136	"Normal epithelial cells"	"NFIB"
"KIAA1217"	5.92878877675564e-128	1.10872239982886	0.938	0.788	1.40755374348956e-123	"Normal epithelial cells"	"KIAA1217"
"RAD51B"	2.26834812632228e-126	1.20443606104192	0.833	0.719	5.38528528670172e-122	"Normal epithelial cells"	"RAD51B"
"ZBTB16"	2.28556864607262e-125	1.84418904085388	0.603	0.237	5.42616852264101e-121	"Normal epithelial cells"	"ZBTB16"
"DNAJC1.1"	3.25819654946198e-122	-1.19655776192533	0.558	0.738	7.73528442807768e-118	"Normal epithelial cells"	"DNAJC1"
"NAV2"	1.15733906245406e-120	1.20447773589586	0.744	0.404	2.74763866817218e-116	"Normal epithelial cells"	"NAV2"
"NR3C2"	4.95834701397542e-112	0.871425880204591	0.533	0.222	1.1771611645879e-107	"Normal epithelial cells"	"NR3C2"
"MALAT1.1"	6.10581194215992e-111	-1.0656815361063	0.978	0.988	1.44958081318819e-106	"Normal epithelial cells"	"MALAT1"
"B2M"	3.49796103891155e-110	-0.938439295285267	0.283	0.599	8.30450930247991e-106	"Normal epithelial cells"	"B2M"
"THRB"	2.16887100307631e-97	0.831902092018355	0.783	0.506	5.14911664840346e-93	"Normal epithelial cells"	"THRB"
"ASAP1.1"	2.02788795330068e-94	-0.852528048496887	0.481	0.724	4.81440878993113e-90	"Normal epithelial cells"	"ASAP1"
"DST.1"	1.05973009208492e-89	1.04841689003398	0.709	0.574	2.5159052116188e-85	"Normal epithelial cells"	"DST"
"ITPR1"	1.42135387310636e-89	0.905183195479069	0.703	0.572	3.37443623014181e-85	"Normal epithelial cells"	"ITPR1"
"SHROOM3.1"	8.45771310644118e-87	0.872510479009502	0.809	0.562	2.0079456686002e-82	"Normal epithelial cells"	"SHROOM3"
"EFHD1"	1.77987533173335e-86	0.968926797375209	0.566	0.361	4.22560202506814e-82	"Normal epithelial cells"	"EFHD1"
"LIMCH1"	2.2285219336922e-86	1.09063748917196	0.73	0.581	5.29073392277865e-82	"Normal epithelial cells"	"LIMCH1"
"WWC1"	5.90948176149826e-84	0.874237313867779	0.612	0.365	1.4029700649973e-79	"Normal epithelial cells"	"WWC1"
"CCND3"	6.3039757246034e-84	0.798937623311827	0.649	0.378	1.49662687677809e-79	"Normal epithelial cells"	"CCND3"
"CASC15.1"	8.06099360606967e-82	1.1336927231579	0.739	0.374	1.913760492017e-77	"Normal epithelial cells"	"CASC15"
"RNF213.1"	1.93364945929659e-81	-0.927111562109399	0.581	0.707	4.59067718131604e-77	"Normal epithelial cells"	"RNF213"
"FTH1.1"	1.3834925790555e-80	-0.876876728037441	0.328	0.577	3.28454973193565e-76	"Normal epithelial cells"	"FTH1"
"BMPR1B.1"	4.14542650858603e-79	-1.59761069776543	0.331	0.611	9.84165707403409e-75	"Normal epithelial cells"	"BMPR1B"
"MAGI1"	5.74746597053862e-78	0.813826386033135	0.953	0.777	1.36450589606557e-73	"Normal epithelial cells"	"MAGI1"
"FAM160A1"	1.08382254111687e-74	0.613967755499513	0.6	0.348	2.57310309486556e-70	"Normal epithelial cells"	"FAM160A1"
"ETV6"	3.18163731027416e-73	0.701395389846772	0.879	0.805	7.55352513832188e-69	"Normal epithelial cells"	"ETV6"
"CRIM1"	4.50717325528297e-73	0.72216352977501	0.718	0.446	1.07004800253673e-68	"Normal epithelial cells"	"CRIM1"
"TPM1"	1.77655366030347e-72	0.844051369698212	0.707	0.491	4.21771604492646e-68	"Normal epithelial cells"	"TPM1"
"PTPRK"	5.88127666172412e-70	0.751699984392927	0.843	0.627	1.39627389225992e-65	"Normal epithelial cells"	"PTPRK"
"LRIG1"	2.26696669157664e-65	0.707541071374079	0.642	0.489	5.3820056224721e-61	"Normal epithelial cells"	"LRIG1"
"FHIT"	4.87212372418606e-65	0.770218318091019	0.849	0.677	1.15669089335901e-60	"Normal epithelial cells"	"FHIT"
"CLMN"	1.04628228929555e-64	0.729500254226451	0.665	0.443	2.48397878301656e-60	"Normal epithelial cells"	"CLMN"
"PARD3"	2.41367952380435e-63	0.708565151039644	0.887	0.718	5.73031655746391e-59	"Normal epithelial cells"	"PARD3"
"PTPN14"	5.73041124033123e-62	0.795842952313248	0.594	0.341	1.36045693256704e-57	"Normal epithelial cells"	"PTPN14"
"ECHDC2"	5.89598916809316e-62	0.519571143888094	0.711	0.53	1.399766788397e-57	"Normal epithelial cells"	"ECHDC2"
"PTPRM"	6.49343597329782e-60	-0.772638642028217	0.424	0.577	1.54160663442064e-55	"Normal epithelial cells"	"PTPRM"
"DLEU2"	7.84943579219241e-60	-0.798644583619445	0.518	0.754	1.8635345514244e-55	"Normal epithelial cells"	"DLEU2"
"RPS6KA5"	1.10853851602415e-58	0.562387140808077	0.546	0.338	2.63178129089294e-54	"Normal epithelial cells"	"RPS6KA5"
"DDX17"	2.64562899016041e-58	0.503145242960542	0.874	0.781	6.28098778553982e-54	"Normal epithelial cells"	"DDX17"
"NEK10"	6.63396742429025e-58	1.04758896011791	0.512	0.433	1.57497020620075e-53	"Normal epithelial cells"	"NEK10"
"DTNB"	3.82002060452903e-57	0.594524699686261	0.717	0.568	9.06911091721237e-53	"Normal epithelial cells"	"DTNB"
"PACSIN2"	2.33144726028506e-54	0.544542451935616	0.582	0.456	5.53508894064276e-50	"Normal epithelial cells"	"PACSIN2"
"MT-CO2.1"	3.91063470095445e-52	-1.09303777973762	0.351	0.641	9.28423784353596e-48	"Normal epithelial cells"	"MT-CO2"
"TANK"	3.7570237722483e-51	0.596399939399768	0.54	0.415	8.91955013769468e-47	"Normal epithelial cells"	"TANK"
"NTN4.1"	2.40604722625158e-50	0.907661995720188	0.746	0.532	5.71219671984387e-46	"Normal epithelial cells"	"NTN4"
"FOXO3"	4.49808847036358e-50	0.665478244930156	0.705	0.551	1.06789118374902e-45	"Normal epithelial cells"	"FOXO3"
"MAST4.1"	1.24185691638292e-49	-0.728441602934567	0.676	0.747	2.9482925051847e-45	"Normal epithelial cells"	"MAST4"
"RERE"	1.2983847768857e-48	0.511242447059082	0.912	0.889	3.08249529880433e-44	"Normal epithelial cells"	"RERE"
"ARHGEF38.1"	7.51076427422888e-47	0.744726811067632	0.585	0.396	1.78313054634468e-42	"Normal epithelial cells"	"ARHGEF38"
"KANK1"	2.54303390425215e-46	0.50835847855995	0.573	0.377	6.03741679208503e-42	"Normal epithelial cells"	"KANK1"
"FUS.1"	4.6604728494178e-46	-0.506083285549238	0.581	0.726	1.10644285918028e-41	"Normal epithelial cells"	"FUS"
"MT-CO3.1"	4.73111736261978e-46	-1.10783276844754	0.459	0.746	1.12321457305956e-41	"Normal epithelial cells"	"MT-CO3"
"EVA1C"	3.05873866682901e-45	0.557296933554657	0.559	0.37	7.26175146891875e-41	"Normal epithelial cells"	"EVA1C"
"CENPP.1"	4.06357601983833e-45	-0.839813519460283	0.327	0.528	9.64733582869818e-41	"Normal epithelial cells"	"CENPP"
"ITPR2"	7.58414071191528e-45	0.632900920864401	0.817	0.727	1.80055084641581e-40	"Normal epithelial cells"	"ITPR2"
"RBPMS"	8.93499472956778e-45	0.64787758140002	0.775	0.571	2.12125709874669e-40	"Normal epithelial cells"	"RBPMS"
"CCSER1.1"	1.31785900294397e-43	0.717015107321152	0.8	0.458	3.12872905888927e-39	"Normal epithelial cells"	"CCSER1"
"KAZN.1"	1.43635337811819e-42	-0.934263118005818	0.646	0.709	3.4100465549904e-38	"Normal epithelial cells"	"KAZN"
"SH3D19.1"	3.62743049044702e-42	0.634951391800625	0.67	0.49	8.61188272737027e-38	"Normal epithelial cells"	"SH3D19"
"ARID5B"	1.38249182564785e-40	0.515246893585343	0.634	0.461	3.28217384327056e-36	"Normal epithelial cells"	"ARID5B"
"PPP3CA.1"	2.78116030321846e-40	-0.641989673600564	0.66	0.709	6.60275267587094e-36	"Normal epithelial cells"	"PPP3CA"
"NEDD4L.1"	9.77881759700553e-40	0.709369430170161	0.822	0.628	2.32158908570508e-35	"Normal epithelial cells"	"NEDD4L"
"SORBS2.1"	1.10058317714596e-39	0.711393024241575	0.624	0.446	2.61289452086223e-35	"Normal epithelial cells"	"SORBS2"
"APP"	1.24497048484847e-39	0.550110234166089	0.738	0.591	2.95568442807876e-35	"Normal epithelial cells"	"APP"
"RERG.1"	1.77335572967059e-39	0.66008384664903	0.648	0.545	4.21012383781094e-35	"Normal epithelial cells"	"RERG"
"PTPRT.1"	9.65339385233388e-39	-1.17775191895104	0.427	0.538	2.29181223448259e-34	"Normal epithelial cells"	"PTPRT"
"SYNE2"	9.94700736771916e-39	0.58331182198083	0.703	0.497	2.36151901917021e-34	"Normal epithelial cells"	"SYNE2"
"SLC38A1.1"	3.70564962095357e-38	0.539515427367698	0.614	0.468	8.79758276510586e-34	"Normal epithelial cells"	"SLC38A1"
"PKP4"	4.66139298884231e-37	0.520544374264339	0.807	0.645	1.10666130948105e-32	"Normal epithelial cells"	"PKP4"
"COBL.1"	2.87612021628805e-36	0.642878356325648	0.564	0.419	6.82819700548946e-32	"Normal epithelial cells"	"COBL"
"TSHZ2.1"	3.09735951716389e-36	1.22737343944611	0.504	0.28	7.35344122969878e-32	"Normal epithelial cells"	"TSHZ2"
"SORBS1"	7.34853636439429e-36	0.599200029777539	0.558	0.358	1.74461601827085e-31	"Normal epithelial cells"	"SORBS1"
"ST8SIA6"	3.42627256575185e-35	0.762172189792672	0.55	0.363	8.13431369835146e-31	"Normal epithelial cells"	"ST8SIA6"
"EVL.1"	7.78698808594649e-35	-0.725909359549048	0.61	0.761	1.84870884148456e-30	"Normal epithelial cells"	"EVL"
"MT-CO1.1"	2.77623098448137e-34	-0.879479588343065	0.39	0.637	6.59104998025722e-30	"Normal epithelial cells"	"MT-CO1"
"RPL41.1"	1.18347085510797e-33	-0.614780378605305	0.325	0.513	2.80967815711183e-29	"Normal epithelial cells"	"RPL41"
"TBC1D8"	1.18290332896051e-32	0.568074939267149	0.575	0.457	2.80833079328515e-28	"Normal epithelial cells"	"TBC1D8"
"FRMD6"	4.28512893914561e-31	0.516162996137249	0.52	0.376	1.01733246144256e-26	"Normal epithelial cells"	"FRMD6"
"VTCN1"	4.4453165965867e-31	0.845656815394597	0.506	0.221	1.05536261319565e-26	"Normal epithelial cells"	"VTCN1"
"TXNRD1"	1.81020122467339e-30	-0.516733936159076	0.344	0.506	4.2975987274971e-26	"Normal epithelial cells"	"TXNRD1"
"LRMDA.1"	8.20900352374002e-29	-0.726306732731257	0.464	0.558	1.94889952657112e-24	"Normal epithelial cells"	"LRMDA"
"SLC4A7"	1.22976521370153e-28	0.548580125238033	0.572	0.529	2.91958559384881e-24	"Normal epithelial cells"	"SLC4A7"
"DENND1B.1"	1.68282956582926e-28	-0.582985663393229	0.59	0.612	3.99520567223524e-24	"Normal epithelial cells"	"DENND1B"
"INPP4B.1"	3.93122055244742e-28	0.665061132980779	0.617	0.623	9.33311071356542e-24	"Normal epithelial cells"	"INPP4B"
"NEBL.1"	9.88743335456986e-25	0.567960621558291	0.743	0.647	2.34737555270843e-20	"Normal epithelial cells"	"NEBL"
"ESRRG"	1.62112206722442e-24	0.558010145018075	0.581	0.343	3.84870589979749e-20	"Normal epithelial cells"	"ESRRG"
"ELOVL5.1"	1.34706143403625e-21	0.536346259584626	0.568	0.501	3.19805855054547e-17	"Normal epithelial cells"	"ELOVL5"
"ESR1.1"	3.42203001075311e-20	-0.724108216964204	0.748	0.842	8.12424144852895e-16	"Normal epithelial cells"	"ESR1"
"KRT19.1"	7.68618425661652e-20	-0.583156736293425	0.486	0.604	1.82477700436333e-15	"Normal epithelial cells"	"KRT19"
"MT-CYB.1"	1.28211257083492e-18	-0.742655185199508	0.279	0.502	3.04386345441919e-14	"Normal epithelial cells"	"MT-CYB"
