"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"PATJ.2"	0	-2.25698990200654	0.429	0.827	0	"Hematopoeitic_cells"	"PATJ"
"APBB2"	0	-2.35011306261084	0.257	0.886	0	"Hematopoeitic_cells"	"APBB2"
"NAALADL2.2"	0	-2.35455848765453	0.344	0.837	0	"Hematopoeitic_cells"	"NAALADL2"
"KIAA1217.1"	0	-2.49909185001745	0.181	0.864	0	"Hematopoeitic_cells"	"KIAA1217"
"MAGI1.1"	0	-2.51462448388987	0.195	0.853	0	"Hematopoeitic_cells"	"MAGI1"
"ANKS1B.2"	0	-2.54453669278716	0.143	0.754	0	"Hematopoeitic_cells"	"ANKS1B"
"RORA.1"	0	-2.65305528817829	0.363	0.92	0	"Hematopoeitic_cells"	"RORA"
"DACH1.2"	0	-2.69233757724019	0.217	0.723	0	"Hematopoeitic_cells"	"DACH1"
"FBXL7.1"	0	-2.70900085734416	0.205	0.74	0	"Hematopoeitic_cells"	"FBXL7"
"AFF3.2"	0	-2.72801624434714	0.488	0.784	0	"Hematopoeitic_cells"	"AFF3"
"TTC6.2"	0	-2.72948183351259	0.144	0.73	0	"Hematopoeitic_cells"	"TTC6"
"KAZN.2"	0	-2.81933504644678	0.205	0.755	0	"Hematopoeitic_cells"	"KAZN"
"PBX1.2"	0	-2.88991029404819	0.28	0.915	0	"Hematopoeitic_cells"	"PBX1"
"TRPS1.2"	0	-2.9778982609558	0.829	0.948	0	"Hematopoeitic_cells"	"TRPS1"
"BMPR1B.2"	0	-3.05893422098903	0.147	0.633	0	"Hematopoeitic_cells"	"BMPR1B"
"PTPRT.2"	0	-3.10767863434436	0.121	0.57	0	"Hematopoeitic_cells"	"PTPRT"
"THSD4.2"	0	-3.17140542128646	0.249	0.822	0	"Hematopoeitic_cells"	"THSD4"
"ESR1.2"	0	-3.40028773880899	0.572	0.861	0	"Hematopoeitic_cells"	"ESR1"
"ERBB4.2"	0	-3.4088911334832	0.371	0.814	0	"Hematopoeitic_cells"	"ERBB4"
"ANKRD30A.2"	0	-3.99642611510923	0.383	0.766	0	"Hematopoeitic_cells"	"ANKRD30A"
"FMNL2.2"	2.19121436909453e-307	2.2053032023278	0.65	0.259	5.20216203366732e-303	"Hematopoeitic_cells"	"FMNL2"
"MSR1"	2.78514248011504e-307	2.04978612923563	0.537	0.041	6.61220676204112e-303	"Hematopoeitic_cells"	"MSR1"
"DOCK10.1"	3.04236187971559e-302	1.49933839269177	0.85	0.286	7.22287133863277e-298	"Hematopoeitic_cells"	"DOCK10"
"MALAT1.2"	8.36495208024864e-300	-1.60444743042806	0.998	0.986	1.98592327337183e-295	"Hematopoeitic_cells"	"MALAT1"
"NAV3.2"	8.77677783943925e-299	-1.91798754121833	0.123	0.547	2.08369482686127e-294	"Hematopoeitic_cells"	"NAV3"
"GRHL2.2"	2.61339404695836e-296	-1.59104156185109	0.069	0.617	6.20445880688385e-292	"Hematopoeitic_cells"	"GRHL2"
"CACNA1C.2"	1.04779325986691e-293	-1.85378266745786	0.062	0.536	2.48756597825003e-289	"Hematopoeitic_cells"	"CACNA1C"
"CCDC88A"	1.26151681181972e-293	1.60928248740535	0.596	0.129	2.99496706294121e-289	"Hematopoeitic_cells"	"CCDC88A"
"CADPS2.1"	1.73022679811851e-293	-1.62991945508558	0.129	0.693	4.10773144141316e-289	"Hematopoeitic_cells"	"CADPS2"
"FLNB.2"	1.04867732237944e-292	-1.33818421368652	0.203	0.683	2.48966483106103e-288	"Hematopoeitic_cells"	"FLNB"
"FLI1"	1.86951458062384e-291	1.3560806141604	0.72	0.086	4.43841456585905e-287	"Hematopoeitic_cells"	"FLI1"
"DPYD.1"	5.24877079407985e-291	1.59125983168226	0.884	0.477	1.2461106742225e-286	"Hematopoeitic_cells"	"DPYD"
"CA12.2"	7.58844676001098e-291	-1.47866882250679	0.119	0.575	1.80157314529421e-286	"Hematopoeitic_cells"	"CA12"
"PKP4.1"	1.80177706275319e-290	-1.39625893948645	0.234	0.702	4.27759892468234e-286	"Hematopoeitic_cells"	"PKP4"
"GRIP1.1"	3.98308609225613e-290	-1.72220917800889	0.102	0.558	9.45624469162529e-286	"Hematopoeitic_cells"	"GRIP1"
"RERG.2"	1.32597453896097e-287	-1.71827046660603	0.048	0.605	3.14799615294723e-283	"Hematopoeitic_cells"	"RERG"
"SAMHD1"	1.19447630418756e-282	1.33444338470258	0.659	0.143	2.83580619377168e-278	"Hematopoeitic_cells"	"SAMHD1"
"DOCK1"	5.82731677252106e-281	-1.31969437163977	0.339	0.812	1.38346327496422e-276	"Hematopoeitic_cells"	"DOCK1"
"SFMBT2.1"	9.71012465519912e-281	1.61822850045461	0.785	0.279	2.30528069439082e-276	"Hematopoeitic_cells"	"SFMBT2"
"FRMD4B"	1.43440514014718e-280	1.92991416893126	0.637	0.196	3.40542124322343e-276	"Hematopoeitic_cells"	"FRMD4B"
"DOCK4.2"	1.48754393268935e-280	2.16611556578213	0.668	0.318	3.53157805059779e-276	"Hematopoeitic_cells"	"DOCK4"
"ABR.1"	2.69989258729239e-277	1.4389510679898	0.737	0.386	6.40981499149087e-273	"Hematopoeitic_cells"	"ABR"
"NEDD4L.2"	1.25525486617555e-276	-1.67727120125254	0.293	0.68	2.98010057778737e-272	"Hematopoeitic_cells"	"NEDD4L"
"IKZF1"	4.58360578963552e-276	1.71275409526857	0.702	0.03	1.08819385051737e-271	"Hematopoeitic_cells"	"IKZF1"
"MRTFB.2"	1.88759374847727e-275	-1.35147069092729	0.333	0.758	4.4813363182599e-271	"Hematopoeitic_cells"	"MRTFB"
"C1orf21.2"	5.78392574953761e-275	-1.55955482327356	0.249	0.716	1.37316181219772e-270	"Hematopoeitic_cells"	"C1orf21"
"ARHGAP32.1"	1.42470095129602e-272	-1.27986503304556	0.152	0.667	3.38238252847188e-268	"Hematopoeitic_cells"	"ARHGAP32"
"CASZ1.2"	9.47976871076093e-272	-1.49811509840617	0.057	0.599	2.25059188962175e-267	"Hematopoeitic_cells"	"CASZ1"
"SYK"	4.2644644708896e-271	1.28321339240074	0.597	0.113	1.0124265100339e-266	"Hematopoeitic_cells"	"SYK"
"PRKG1.2"	5.77744341383373e-271	-2.10050380468284	0.141	0.504	1.37162284087827e-266	"Hematopoeitic_cells"	"PRKG1"
"DAPK1"	2.14160367473067e-270	1.59118920928783	0.596	0.112	5.08438128417809e-266	"Hematopoeitic_cells"	"DAPK1"
"AZGP1.2"	1.00423006603622e-266	-1.45239808610496	0.163	0.611	2.38414259977659e-262	"Hematopoeitic_cells"	"AZGP1"
"KDM4B.2"	2.85707550569267e-266	-1.34150447857585	0.414	0.721	6.78298295806496e-262	"Hematopoeitic_cells"	"KDM4B"
"LCP2"	3.21554057581101e-266	1.37689218591535	0.65	0.038	7.63401488103292e-262	"Hematopoeitic_cells"	"LCP2"
"LYN"	2.93422237194707e-263	1.51389766079575	0.624	0.074	6.96613733323955e-259	"Hematopoeitic_cells"	"LYN"
"ADAP2"	1.69532878711463e-260	1.42507502949871	0.532	0.072	4.02488007348885e-256	"Hematopoeitic_cells"	"ADAP2"
"ARHGAP25"	9.10828785599733e-260	1.31546567112893	0.627	0.055	2.16239861989233e-255	"Hematopoeitic_cells"	"ARHGAP25"
"MIRLET7BHG.2"	1.40097494521864e-259	-1.17919830383541	0.289	0.705	3.32605461744357e-255	"Hematopoeitic_cells"	"MIRLET7BHG"
"CD74"	8.62968121380144e-259	1.40908527684172	0.642	0.185	2.0487726169686e-254	"Hematopoeitic_cells"	"CD74"
"MARCH1"	1.62816906591496e-258	1.40432579756728	0.542	0.068	3.86543617938872e-254	"Hematopoeitic_cells"	"MARCH1"
"AR.2"	4.15100915998835e-254	-1.43828088269587	0.059	0.572	9.85491084672834e-250	"Hematopoeitic_cells"	"AR"
"RIN3"	2.14445400228479e-250	1.21392908705132	0.611	0.106	5.09114824682433e-246	"Hematopoeitic_cells"	"RIN3"
"PARD3B.1"	1.13251809512134e-249	-1.41282233079939	0.183	0.693	2.68871120962757e-245	"Hematopoeitic_cells"	"PARD3B"
"SLCO2B1"	2.61768260030894e-249	1.58453590360512	0.504	0.035	6.21464026139345e-245	"Hematopoeitic_cells"	"SLCO2B1"
"PAWR"	2.65774675132649e-246	-1.20383343200214	0.089	0.606	6.30975656232422e-242	"Hematopoeitic_cells"	"PAWR"
"SLC9A9"	6.91014784842173e-245	1.59470668639168	0.635	0.127	1.6405382006938e-240	"Hematopoeitic_cells"	"SLC9A9"
"STK10"	6.99364962981669e-241	1.13424880894898	0.664	0.195	1.66036235861478e-236	"Hematopoeitic_cells"	"STK10"
"SH3KBP1.1"	3.79009640312929e-239	1.05815934859467	0.701	0.199	8.99806787066924e-235	"Hematopoeitic_cells"	"SH3KBP1"
"GALNT7.2"	1.18398306473368e-237	-1.35595805544897	0.307	0.666	2.81089419398423e-233	"Hematopoeitic_cells"	"GALNT7"
"SAT1"	2.58380392269909e-237	1.62424903437884	0.698	0.419	6.13420889287991e-233	"Hematopoeitic_cells"	"SAT1"
"FRMD4A.2"	1.7533829996205e-236	1.70920692846203	0.678	0.381	4.16270657939904e-232	"Hematopoeitic_cells"	"FRMD4A"
"TPM1"	8.10570584849681e-236	-1.22087671566258	0.139	0.547	1.92437562549163e-231	"Hematopoeitic_cells"	"TPM1"
"WIPF1.2"	6.40765177810254e-234	1.09254664187275	0.715	0.17	1.52124060863932e-229	"Hematopoeitic_cells"	"WIPF1"
"SORBS2.2"	1.79231461798724e-232	-1.5233179258263	0.073	0.501	4.25513413456352e-228	"Hematopoeitic_cells"	"SORBS2"
"YAP1"	3.94684003095827e-232	-1.20087236499333	0.059	0.586	9.37019291749803e-228	"Hematopoeitic_cells"	"YAP1"
"RCSD1"	4.42540366218643e-229	1.26153188737091	0.597	0.034	1.05063508343968e-224	"Hematopoeitic_cells"	"RCSD1"
"SH3D19.1"	1.68469997190695e-227	-1.16470321951312	0.094	0.547	3.99964620330429e-223	"Hematopoeitic_cells"	"SH3D19"
"TBC1D9.2"	5.37037295739858e-225	-1.38087055237302	0.468	0.74	1.274980243816e-220	"Hematopoeitic_cells"	"TBC1D9"
"MIPOL1.2"	2.38276775977668e-224	-1.30290459960387	0.047	0.571	5.65692893848581e-220	"Hematopoeitic_cells"	"MIPOL1"
"KCTD1.2"	2.67661650174508e-224	-1.2935821437434	0.057	0.502	6.354555236793e-220	"Hematopoeitic_cells"	"KCTD1"
"CTSB"	5.27603165362908e-224	1.46463663312805	0.586	0.258	1.25258267488808e-219	"Hematopoeitic_cells"	"CTSB"
"CIITA"	1.15377346265391e-223	1.17756615565711	0.509	0.077	2.73917357768665e-219	"Hematopoeitic_cells"	"CIITA"
"PTPRG.2"	2.05849188009259e-223	-1.6219501896801	0.116	0.519	4.88706557252782e-219	"Hematopoeitic_cells"	"PTPRG"
"CELSR1.2"	9.53585474897434e-223	-1.16787294979243	0.14	0.566	2.263907275954e-218	"Hematopoeitic_cells"	"CELSR1"
"PTPRF.2"	2.64758125952522e-222	-1.20411411465234	0.075	0.556	6.28562266823882e-218	"Hematopoeitic_cells"	"PTPRF"
"MYO9B.1"	4.6810768434689e-222	1.28247089694635	0.805	0.476	1.11133445340795e-217	"Hematopoeitic_cells"	"MYO9B"
"MYO5A.1"	1.6588501412132e-221	1.23059916767284	0.727	0.326	3.93827612025425e-217	"Hematopoeitic_cells"	"MYO5A"
"DLG5.2"	4.67532607652404e-219	-1.12588776589501	0.073	0.538	1.10996916382757e-214	"Hematopoeitic_cells"	"DLG5"
"PRKCB"	5.07239054474543e-218	1.64328261624574	0.55	0.023	1.20423623922801e-213	"Hematopoeitic_cells"	"PRKCB"
"PLEKHA7.2"	9.4786871044283e-218	-1.1135007288184	0.235	0.634	2.25033510546232e-213	"Hematopoeitic_cells"	"PLEKHA7"
"CRNDE.2"	4.24313211312223e-214	-1.23304554939588	0.063	0.52	1.00736199497635e-209	"Hematopoeitic_cells"	"CRNDE"
"MEF2C"	1.68463298730845e-213	1.46679502175388	0.597	0.108	3.99948717516898e-209	"Hematopoeitic_cells"	"MEF2C"
"PIK3R5"	1.15618270717912e-212	1.75125930303116	0.697	0.021	2.74489336511394e-208	"Hematopoeitic_cells"	"PIK3R5"
"DOCK11"	2.51346058330334e-207	0.968681780233231	0.6	0.1	5.96720677082046e-203	"Hematopoeitic_cells"	"DOCK11"
"ARFGEF3.2"	5.03487274267605e-207	-1.13086620181687	0.093	0.525	1.19532913783872e-202	"Hematopoeitic_cells"	"ARFGEF3"
"MCC"	6.29485738643806e-207	-1.19706379105609	0.166	0.614	1.49446209211426e-202	"Hematopoeitic_cells"	"MCC"
"LRIG1.1"	1.25234423035862e-206	-1.09816347623452	0.117	0.542	2.9731904372944e-202	"Hematopoeitic_cells"	"LRIG1"
"SAMD12.2"	4.00262466414167e-205	-1.24096507514497	0.186	0.602	9.50263121513873e-201	"Hematopoeitic_cells"	"SAMD12"
"FNBP1.1"	2.0538080863993e-204	1.04332662752585	0.811	0.452	4.87594577792057e-200	"Hematopoeitic_cells"	"FNBP1"
"TANC1"	1.4691153518341e-203	-1.07115209987442	0.104	0.546	3.48782675678935e-199	"Hematopoeitic_cells"	"TANC1"
"MBP"	1.30172820872963e-202	1.05214449205025	0.637	0.205	3.09043294034501e-198	"Hematopoeitic_cells"	"MBP"
"MYO5C.2"	4.34986198761812e-202	-1.08284748314144	0.061	0.522	1.03270073448042e-197	"Hematopoeitic_cells"	"MYO5C"
"DNAJC1.2"	8.35022055158973e-202	-1.48847164407577	0.55	0.74	1.98242586115292e-197	"Hematopoeitic_cells"	"DNAJC1"
"MACROD2.1"	1.05388622728351e-201	-1.33775926882343	0.116	0.55	2.50203129219379e-197	"Hematopoeitic_cells"	"MACROD2"
"ARHGAP18"	2.90543751244992e-201	1.15080546367137	0.624	0.243	6.89779919830736e-197	"Hematopoeitic_cells"	"ARHGAP18"
"SH3RF1.2"	7.39581253676279e-201	-1.23351979070649	0.295	0.664	1.75583985435285e-196	"Hematopoeitic_cells"	"SH3RF1"
"KRT19.2"	1.23691448871453e-200	-1.38790266414902	0.268	0.627	2.93655868765716e-196	"Hematopoeitic_cells"	"KRT19"
"C1QTNF3-AMACR.2"	1.16083414831012e-199	-1.13619070873323	0.232	0.622	2.75593635150305e-195	"Hematopoeitic_cells"	"C1QTNF3-AMACR"
"CDC42BPA"	1.87424937040814e-198	-1.14745987120623	0.184	0.568	4.44965543028597e-194	"Hematopoeitic_cells"	"CDC42BPA"
"XBP1.2"	1.19293283270985e-197	-1.2862952839321	0.274	0.666	2.83214183813647e-193	"Hematopoeitic_cells"	"XBP1"
"KCNAB2"	4.56578358996281e-196	0.999194905867101	0.527	0.052	1.08396268209307e-191	"Hematopoeitic_cells"	"KCNAB2"
"GALNT6.2"	1.44953779459822e-195	-1.19257651228667	0.192	0.517	3.44134767815563e-191	"Hematopoeitic_cells"	"GALNT6"
"SVIL.2"	3.94450162024928e-193	-1.18801296430979	0.185	0.565	9.36464129663383e-189	"Hematopoeitic_cells"	"SVIL"
"NABP1"	2.34778161162534e-192	1.13226349913197	0.5	0.082	5.57386832415971e-188	"Hematopoeitic_cells"	"NABP1"
"OTUD7B.1"	3.92048664565534e-192	-0.982286289089342	0.104	0.543	9.30762734545034e-188	"Hematopoeitic_cells"	"OTUD7B"
"ATG7.1"	4.68125163499896e-188	1.274361856939	0.811	0.651	1.1113759506651e-183	"Hematopoeitic_cells"	"ATG7"
"FRY"	5.44697131888039e-188	-1.18571224250827	0.169	0.589	1.29316546081539e-183	"Hematopoeitic_cells"	"FRY"
"HOOK2.2"	4.01458977512867e-187	-0.923457486663904	0.148	0.54	9.53103758513297e-183	"Hematopoeitic_cells"	"HOOK2"
"DISC1"	6.52223072223846e-187	1.07514900392212	0.52	0.112	1.54844279576663e-182	"Hematopoeitic_cells"	"DISC1"
"MSI2.2"	4.74365330916732e-186	-1.29260694077433	0.492	0.786	1.12619073212941e-181	"Hematopoeitic_cells"	"MSI2"
"MEF2A.1"	1.13080917922715e-185	1.15686084534398	0.803	0.534	2.68465407240317e-181	"Hematopoeitic_cells"	"MEF2A"
"ST8SIA4"	2.4683540350323e-185	1.04957570430119	0.52	0.037	5.8601193145702e-181	"Hematopoeitic_cells"	"ST8SIA4"
"SH2B3"	7.80227167356649e-185	0.907465449170216	0.514	0.108	1.85233731802142e-180	"Hematopoeitic_cells"	"SH2B3"
"PPFIBP1.2"	1.13397677547776e-184	-1.06239840088814	0.143	0.558	2.69217426266176e-180	"Hematopoeitic_cells"	"PPFIBP1"
"AUTS2.1"	5.08055892642903e-184	-1.62653060488865	0.412	0.832	1.20617549472352e-179	"Hematopoeitic_cells"	"AUTS2"
"QKI.2"	5.1317965904158e-184	1.1819774951447	0.715	0.404	1.21833982853061e-179	"Hematopoeitic_cells"	"QKI"
"MGP.2"	7.30626003571449e-184	-1.45055175759797	0.231	0.546	1.73457919507898e-179	"Hematopoeitic_cells"	"MGP"
"ACACA.2"	2.80774835312988e-181	-1.10061388385424	0.381	0.7	6.66587536516564e-177	"Hematopoeitic_cells"	"ACACA"
"EPSTI1"	3.58949467818819e-180	1.06109705394207	0.537	0.1	8.52181931548657e-176	"Hematopoeitic_cells"	"EPSTI1"
"RAD9A.2"	2.25048173169537e-178	-0.9157396987495	0.208	0.568	5.34286867921797e-174	"Hematopoeitic_cells"	"RAD9A"
"TEAD1.1"	6.45017406543706e-177	-1.02378158881335	0.099	0.507	1.53133582487541e-172	"Hematopoeitic_cells"	"TEAD1"
"DIP2C.1"	2.07039754362341e-176	-1.09764795936546	0.234	0.663	4.91533080831633e-172	"Hematopoeitic_cells"	"DIP2C"
"GPRIN3"	1.06959032204871e-174	1.0169042426708	0.564	0.096	2.53931438357583e-170	"Hematopoeitic_cells"	"GPRIN3"
"SETBP1"	1.42837347963134e-173	-1.40305932256105	0.211	0.619	3.39110147799276e-169	"Hematopoeitic_cells"	"SETBP1"
"PTPRJ.1"	7.82583024141289e-173	1.23058876349214	0.833	0.476	1.85793035761383e-168	"Hematopoeitic_cells"	"PTPRJ"
"FNBP1L.1"	1.02523468385684e-172	-0.86828459728091	0.125	0.537	2.43400966294452e-168	"Hematopoeitic_cells"	"FNBP1L"
"PTK2B"	1.6056231940909e-172	0.862642340740099	0.584	0.171	3.8119100250912e-168	"Hematopoeitic_cells"	"PTK2B"
"VAV1"	2.50554041091489e-172	1.01529584167723	0.534	0.033	5.94840348955304e-168	"Hematopoeitic_cells"	"VAV1"
"LRBA.2"	1.15325588105387e-170	-1.08657230290204	0.721	0.866	2.73794478721e-166	"Hematopoeitic_cells"	"LRBA"
"CDC42SE2"	2.26852235979753e-170	0.899282420514247	0.697	0.367	5.38569893439531e-166	"Hematopoeitic_cells"	"CDC42SE2"
"PLEKHA2"	2.52469777595374e-169	0.858060449417565	0.571	0.151	5.99388498989177e-165	"Hematopoeitic_cells"	"PLEKHA2"
"TSPAN9"	8.13128363421016e-169	-0.954152203987998	0.039	0.502	1.93044804759783e-164	"Hematopoeitic_cells"	"TSPAN9"
"OSBPL3"	1.58747671635084e-168	0.949878741866652	0.624	0.18	3.76882847228852e-164	"Hematopoeitic_cells"	"OSBPL3"
"TMEM241.2"	2.39531997569235e-168	-0.946142794582093	0.192	0.571	5.6867291542912e-164	"Hematopoeitic_cells"	"TMEM241"
"MAP7.2"	4.6137105268185e-166	-1.02881404883062	0.153	0.536	1.09534101617198e-161	"Hematopoeitic_cells"	"MAP7"
"ASTN2.2"	6.91112893785908e-165	-1.08993302520121	0.169	0.532	1.64077112113713e-160	"Hematopoeitic_cells"	"ASTN2"
"ABCA1"	8.07297512527485e-165	1.30438320675076	0.526	0.215	1.9166050244915e-160	"Hematopoeitic_cells"	"ABCA1"
"CSAD.2"	5.80261300951326e-164	-0.868606513503004	0.194	0.544	1.37759835458854e-159	"Hematopoeitic_cells"	"CSAD"
"SCMH1.1"	7.95373300795247e-164	-1.01312745342292	0.381	0.709	1.888295753418e-159	"Hematopoeitic_cells"	"SCMH1"
"CYTH1"	6.81879390197456e-163	0.805818111698345	0.728	0.397	1.61884986026778e-158	"Hematopoeitic_cells"	"CYTH1"
"PARP8"	1.02948275964771e-159	0.947898500128844	0.65	0.258	2.44409501967962e-155	"Hematopoeitic_cells"	"PARP8"
"HIVEP3.2"	4.21603126253904e-158	-1.22325977313505	0.446	0.708	1.00092798203939e-153	"Hematopoeitic_cells"	"HIVEP3"
"ATP8B1.1"	6.89589183549228e-157	-0.967413395453009	0.253	0.612	1.63715368066422e-152	"Hematopoeitic_cells"	"ATP8B1"
"CAMK1D.1"	6.10531722644279e-154	1.10475904058327	0.78	0.38	1.44946336272978e-149	"Hematopoeitic_cells"	"CAMK1D"
"ATM.1"	1.76549074136936e-153	0.859556007196091	0.726	0.402	4.191451569085e-149	"Hematopoeitic_cells"	"ATM"
"ZNF91.2"	2.49739796858724e-153	-0.914415448172079	0.387	0.659	5.92907251722296e-149	"Hematopoeitic_cells"	"ZNF91"
"TNFAIP8"	2.91792660395975e-151	0.981507327548046	0.575	0.19	6.92744955046084e-147	"Hematopoeitic_cells"	"TNFAIP8"
"PLCL2"	7.00810735944891e-151	0.78422547826841	0.555	0.132	1.66379476820677e-146	"Hematopoeitic_cells"	"PLCL2"
"FOXP1.1"	1.08140066219209e-150	-1.00641996870708	0.873	0.945	2.56735331211025e-146	"Hematopoeitic_cells"	"FOXP1"
"DSTN"	1.48632365078048e-150	-0.784179379544646	0.171	0.532	3.52868097931794e-146	"Hematopoeitic_cells"	"DSTN"
"ECHDC2.1"	2.6289769722467e-147	-0.775363525787149	0.247	0.576	6.24145422981089e-143	"Hematopoeitic_cells"	"ECHDC2"
"IFI16"	7.52826512825243e-145	0.727756023724264	0.552	0.14	1.78728542409841e-140	"Hematopoeitic_cells"	"IFI16"
"SMAP2"	1.96423772561542e-144	0.866294899488782	0.532	0.204	4.66329678438357e-140	"Hematopoeitic_cells"	"SMAP2"
"CTDSPL"	1.14804634742278e-142	-0.852645292568229	0.122	0.508	2.72557683341642e-138	"Hematopoeitic_cells"	"CTDSPL"
"ICA1.2"	3.59412786392758e-142	-0.931984163719465	0.227	0.541	8.53281896175047e-138	"Hematopoeitic_cells"	"ICA1"
"CRIM1"	9.45506256326775e-142	-0.893475107213226	0.148	0.501	2.2447264031454e-137	"Hematopoeitic_cells"	"CRIM1"
"PALLD.2"	4.20774946539573e-141	-1.27601303476854	0.224	0.571	9.989618005796e-137	"Hematopoeitic_cells"	"PALLD"
"RERE.2"	1.76612563431704e-139	-0.896145774712454	0.783	0.902	4.1929588684321e-135	"Hematopoeitic_cells"	"RERE"
"CERS4.2"	8.43510468837314e-139	-0.990682322735863	0.207	0.501	2.00257820406667e-134	"Hematopoeitic_cells"	"CERS4"
"PIP4K2A"	2.25107315998544e-137	0.87090582936206	0.705	0.415	5.34427278912143e-133	"Hematopoeitic_cells"	"PIP4K2A"
"TBC1D22A"	1.42101721865742e-136	0.865171858176581	0.868	0.618	3.37363697881457e-132	"Hematopoeitic_cells"	"TBC1D22A"
"HIF1A"	2.05696296684146e-136	0.849205583235804	0.547	0.214	4.88343577957831e-132	"Hematopoeitic_cells"	"HIF1A"
"MORF4L2.2"	8.99566677716609e-136	-0.828461100681106	0.237	0.553	2.135661249567e-131	"Hematopoeitic_cells"	"MORF4L2"
"LIMA1.1"	1.21536318082343e-135	-0.86828146804747	0.174	0.538	2.8853937275929e-131	"Hematopoeitic_cells"	"LIMA1"
"EPN2"	3.40456827230463e-135	-0.789365387770929	0.168	0.53	8.08278553527841e-131	"Hematopoeitic_cells"	"EPN2"
"SEMA3C.1"	2.67135199603456e-134	-1.31481773013102	0.222	0.581	6.34205677378566e-130	"Hematopoeitic_cells"	"SEMA3C"
"C11orf49.2"	6.48959087051894e-133	-0.83029651428634	0.299	0.611	1.5406937685699e-128	"Hematopoeitic_cells"	"C11orf49"
"LARGE1"	2.78094707509331e-132	-1.04124000971434	0.227	0.641	6.60224645097902e-128	"Hematopoeitic_cells"	"LARGE1"
"PVT1.2"	1.04665212510754e-131	-1.10638263333053	0.473	0.745	2.48485681021781e-127	"Hematopoeitic_cells"	"PVT1"
"MDFIC.2"	2.65742433386642e-131	0.976848842894631	0.619	0.209	6.30899111103228e-127	"Hematopoeitic_cells"	"MDFIC"
"NBEA"	9.10513046337045e-131	-0.831383801914382	0.191	0.506	2.16164902330878e-126	"Hematopoeitic_cells"	"NBEA"
"STX7"	2.11083877518736e-130	0.773115002700157	0.52	0.213	5.01134233617231e-126	"Hematopoeitic_cells"	"STX7"
"APP"	4.45075852040699e-130	-0.937719676678698	0.293	0.635	1.05665458032982e-125	"Hematopoeitic_cells"	"APP"
"ARHGEF12"	9.89222145343068e-130	-0.782325890504126	0.328	0.644	2.34851229525898e-125	"Hematopoeitic_cells"	"ARHGEF12"
"FCHSD2"	7.97583676398021e-129	1.00739051291384	0.788	0.549	1.89354340613654e-124	"Hematopoeitic_cells"	"FCHSD2"
"GTF2IRD1.2"	1.18194678614779e-127	-0.867849549118138	0.188	0.528	2.80605986499346e-123	"Hematopoeitic_cells"	"GTF2IRD1"
"RAP1A"	1.88686035802412e-127	0.731786792147379	0.709	0.39	4.47959517598505e-123	"Hematopoeitic_cells"	"RAP1A"
"MBNL1.2"	1.71616610783298e-126	0.95771688611722	0.938	0.748	4.07434995660627e-122	"Hematopoeitic_cells"	"MBNL1"
"LRMDA.1"	9.05193369290445e-126	1.47309178978594	0.701	0.535	2.14901957803244e-121	"Hematopoeitic_cells"	"LRMDA"
"EML4.1"	1.04270308249704e-124	0.771810651341635	0.679	0.38	2.47548138815621e-120	"Hematopoeitic_cells"	"EML4"
"CEP170.1"	1.90894458476344e-124	0.810512960638863	0.615	0.342	4.53202533868689e-120	"Hematopoeitic_cells"	"CEP170"
"MTA3.1"	1.7713138042543e-123	-0.79213745318234	0.242	0.572	4.20527610268014e-119	"Hematopoeitic_cells"	"MTA3"
"TMTC2.1"	3.28460371447533e-123	-0.971985794480133	0.234	0.576	7.79797767853588e-119	"Hematopoeitic_cells"	"TMTC2"
"VGLL4"	8.81802026180705e-121	-0.768248394700339	0.346	0.645	2.09348619035561e-116	"Hematopoeitic_cells"	"VGLL4"
"IMMP2L.2"	1.1742597457841e-119	-1.1231043157126	0.655	0.82	2.78781006246604e-115	"Hematopoeitic_cells"	"IMMP2L"
"CD53"	2.17574759181497e-119	0.896142113877042	0.509	0.016	5.16544235772791e-115	"Hematopoeitic_cells"	"CD53"
"VOPP1"	3.79770736921434e-119	0.810797787582376	0.651	0.364	9.01613706525177e-115	"Hematopoeitic_cells"	"VOPP1"
"SRGAP2.2"	6.98827013703385e-119	0.82397479588067	0.55	0.268	1.65908521323321e-114	"Hematopoeitic_cells"	"SRGAP2"
"FARP1.1"	2.738733692402e-118	-0.999989266714463	0.331	0.704	6.50202765913159e-114	"Hematopoeitic_cells"	"FARP1"
"ENSA.2"	1.98575023974233e-116	-0.81723103727453	0.325	0.592	4.71436964417226e-112	"Hematopoeitic_cells"	"ENSA"
"PPP3CA.1"	1.38721204479576e-115	-1.05955986033006	0.633	0.712	3.29338011554961e-111	"Hematopoeitic_cells"	"PPP3CA"
"BRWD1.2"	1.49540584435271e-114	-0.889663115905877	0.553	0.715	3.55024301507778e-110	"Hematopoeitic_cells"	"BRWD1"
"GAB2.1"	1.11571379593756e-113	1.00241812425974	0.612	0.291	2.64881612293536e-109	"Hematopoeitic_cells"	"GAB2"
"SIPA1L3.2"	1.29882008964771e-112	-0.872009887954372	0.585	0.784	3.08352877483263e-108	"Hematopoeitic_cells"	"SIPA1L3"
"CSNK1A1.2"	4.14825615112389e-112	-0.810984755413966	0.649	0.805	9.84837492838323e-108	"Hematopoeitic_cells"	"CSNK1A1"
